# cosca-backend Memory Blockchain — Chain Ledger
# Generated: 2026-08-17T20:25:19.753263
# Total blocks: 10
c81a2d37c209f2b53fa9fbd7267a6bec373b5c55dafa8439cb310665b6243e1f|0000000000000000000000000000000000000000000000000000000000000000|2026-07-31|2026-07-31|2026-07-31 — Nil-deref fix: error path de Store dereferenciava saved.ID (panic)
3cf12f767a7ff643db377a7391b8940a1006bc9264cb174b4bc6412c12b2a0ba|c81a2d37c209f2b53fa9fbd7267a6bec373b5c55dafa8439cb310665b6243e1f|2026-07-31|2026-07-31|2026-07-31 — ChatStream failover wrapper in internal/chat/failover_stream.go
4445ace080abe1ebdce0db7be0d066e17cb6579dc90e3bb086602fdac745d479|3cf12f767a7ff643db377a7391b8940a1006bc9264cb174b4bc6412c12b2a0ba|2026-07-30|2026-07-30|2026-07-30 — Replaced hardcoded 5min timeout in RunHandler with configurable timeout
e634d84320c4242f64c3e7f35288f17fa9da3f4771f25d0879d836dac432090d|4445ace080abe1ebdce0db7be0d066e17cb6579dc90e3bb086602fdac745d479|2026-07-28|2026-07-28|2026-07-28 — Complete API Surface Mapping
ee8e1cf1854a7bbf57391b0feb54cafad3148ef5e2e6b8af277cb83d484344e9|e634d84320c4242f64c3e7f35288f17fa9da3f4771f25d0879d836dac432090d|2026-07-28|2026-07-28|2026-07-28 — Endpoint Coverage Audit
1b22727e872516e171aaaf515cffb8b824beb48c6ad3392e0b38681b9859da25|ee8e1cf1854a7bbf57391b0feb54cafad3148ef5e2e6b8af277cb83d484344e9|2026-07-28|2026-07-28|2026-07-28 — MemoryService gRPC implementation (6 RPCs)
07280412aff352f4e5529c86f5eb3daab9a99b8086855f34014aa42c430d8d1e|1b22727e872516e171aaaf515cffb8b824beb48c6ad3392e0b38681b9859da25|2026-07-28|2026-07-28|2026-07-28 — Shared SSE package extraction (api/stream/)
9849cf78743c6927c4921c58cb278563f4a658296c6f333c1d0b2ce3975d4616|07280412aff352f4e5529c86f5eb3daab9a99b8086855f34014aa42c430d8d1e|2026-07-28|2026-07-28|2026-07-28 — MCP Server Architecture Discovery
87a53acb7c5ccfefe6104e7a0fe3e4ef6929b0cffa76ffcab829498be885df29|9849cf78743c6927c4921c58cb278563f4a658296c6f333c1d0b2ce3975d4616|2026-07-30|2026-07-30|2026-07-30 — Created directory tree for cosca-chat CLI
bd343dc5026a9dd2c6ce315dc216a5b417dbeea6ba4ed9ddbadc13cad579125c|87a53acb7c5ccfefe6104e7a0fe3e4ef6929b0cffa76ffcab829498be885df29|2026-07-31|2026-07-31|2026-07-31 — resolveRegistry no RunHandler elimina Select mutante no global
